ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,Critical instructions! Evaluate the economy under 17 hypothetical presidents who are serving in thei...,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,"As you may have heard, Mitt Romney recently chose Paul Ryan as his running mate for the 2012 preside...",Do you think Romney chose the correct running mate?,How likely are you to vote / for the Romney/Ryan ticket in November?,"As you may have heard, Mitt Romney recently chose Paul Ryan (shown below) as his running mate for th...",Do you think Romney chose the correct running mate?,How likely are you to vote / for the Romney/Ryan ticket in November?,"As you may have heard, Chris Christie was recently chosen as / the keynote speaker for the Republican...",Do you think Romney chose the correct running mate?,How likely would you have / been to vote for a Romney/Christie ticket in November?,"As you may have heard, Chris Christie (shown below) was recently chosen as the keynote speaker for t...",Do you think Romney chose the correct running mate?,How likely would you have / been to vote for a Romney/Christie ticket in November?,Thanks again! Any comments? (optional)
R_7WKZiLH3QCsl7RX,Default Response Set,Anonymous,,,0,8/16/2012 16:04,8/16/2012 16:07,1,1217,1,4,1,3,3,3,3,4,3,3,3,4,3,2,2,3,2,2,10,10,20,60,,,1,,1,,1,2,1,,,,,,,,,,
R_37tguRygmUHtn5H,Default Response Set,Anonymous,,,0,8/16/2012 16:04,8/16/2012 16:08,1,1217,1,4,1,3,2,2,4,4,4,3,2,3,3,2,3,4,3,2,25,25,25,25,,,1,,1,,1,3,3,,,,,,,,,,
R_0cTX0gFw7P6ohbn,Default Response Set,Anonymous,,,0,8/16/2012 16:02,8/16/2012 16:10,1,1217,1,4,2,2,3,2,4,4,4,3,3,3,3,3,4,4,3,2,30,30,20,20,,,1,,1,,,,,,,,1,2,2,,,,No
R_ekCYA05EfnlpHJb,Default Response Set,Anonymous,,,0,8/16/2012 16:01,8/16/2012 16:10,1,1217,1,1,1,1,3,2,3,3,3,3,2,4,3,2,3,3,3,2,20,25,20,35,,,1,,1,,1,3,2,,,,,,,,,,
R_b43QDCWhda5AOiN,Default Response Set,Anonymous,,,0,8/16/2012 16:06,8/16/2012 16:10,1,1217,1,4,1,2,3,1,3,4,3,3,2,3,3,1,2,4,2,2,25,35,25,15,,,1,,1,,,,,,,,,,,1,2,1,
R_74h3bLCZrCZoq4l,Default Response Set,Anonymous,,,0,8/16/2012 16:09,8/16/2012 16:11,1,1217,1,1,1,1,3,2,3,2,3,2,1,3,3,2,3,3,3,2,25,20,25,30,,,1,,1,,,,,,,,1,3,1,,,,
R_3kmx20cbK8WWSqh,Default Response Set,Anonymous,,,0,8/16/2012 16:07,8/16/2012 16:12,1,1217,1,3,2,2,3,2,4,4,3,3,2,3,3,2,2,3,3,2,15,15,45,25,,,1,,1,,,,,,,,,,,1,1,2,"Interesting survey, thank you!"
R_eerc7ffyDxYlE6V,Default Response Set,Anonymous,,,0,8/16/2012 16:07,8/16/2012 16:12,1,1217,1,2,1,3,3,2,4,4,3,2,3,3,3,2,3,4,3,2,10,20,30,40,,,1,,1,,,,,,,,1,3,1,,,,I'm not voting for Romney no matter who we partners up with.
R_2gmvP6sjqxZ8eKV,Default Response Set,Anonymous,,,0,8/16/2012 16:10,8/16/2012 16:13,1,1217,1,3,2,2,3,2,4,3,4,3,2,4,3,3,3,3,3,1,10,10,10,70,,,1,,1,,1,3,1,,,,,,,,,,
R_8IbYj0TDUDirdAN,Default Response Set,Anonymous,,,0,8/16/2012 16:11,8/16/2012 16:14,1,1217,1,3,1,3,2,2,3,3,4,2,2,4,3,2,2,3,3,1,15,35,35,15,,,1,,1,,,,,,,,1,2,1,,,,none
R_d4Qu3hOS9aB85IV,Default Response Set,Anonymous,,,0,8/16/2012 16:12,8/16/2012 16:14,1,1217,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,25,25,25,25,,,1,,1,,1,2,1,,,,,,,,,,
R_cNh1v5F7qOIN2x7,Default Response Set,Anonymous,,,0,8/16/2012 16:08,8/16/2012 16:14,1,1217,1,2,3,2,3,2,3,4,3,2,2,3,3,2,4,3,2,1,35,25,25,15,,,1,,1,,,,,,,,1,3,6,,,,
R_2fLIJFKbOwk1MFv,Default Response Set,Anonymous,,,0,8/16/2012 16:12,8/16/2012 16:14,1,1217,1,1,3,2,2,3,3,3,3,1,2,4,3,2,3,4,3,1,40,30,20,10,,1,,,,,,,,1,2,1,,,,,,,
R_emtxDMCUQtDIJoh,Default Response Set,Anonymous,,,0,8/16/2012 16:11,8/16/2012 16:15,1,1217,1,3,2,4,4,3,2,4,4,3,3,3,3,2,4,4,3,2,10,20,40,30,,,1,,1,,1,1,6,,,,,,,,,,
R_e2qD5akxv3QT6ap,Default Response Set,Anonymous,,,0,8/16/2012 16:14,8/16/2012 16:16,1,1217,1,4,3,2,3,2,2,4,3,1,2,4,1,4,3,2,1,4,25,25,25,25,,,1,,1,,,,,,,,,,,1,2,1,
R_1GhynEbq3IQA4aF,Default Response Set,Anonymous,,,0,8/16/2012 16:12,8/16/2012 16:16,1,1217,1,4,2,4,4,3,4,4,3,3,4,4,3,3,3,4,3,3,10,20,30,40,,,1,,1,,,,,,,,1,3,7,,,,
R_1z6R0v9TuWASYIt,Default Response Set,Anonymous,,,0,8/16/2012 16:14,8/16/2012 16:17,1,1217,1,4,1,3,3,1,3,3,3,2,2,4,3,2,3,4,3,2,10,15,25,50,,,1,,,,,,,,,,,,,1,2,3,
R_4ZOSy1eqnFKFlXL,Default Response Set,Anonymous,,,0,8/16/2012 16:15,8/16/2012 16:17,1,1217,1,2,2,3,3,2,1,4,3,2,2,3,3,2,3,3,3,2,34,32,21,13,,,1,,1,,1,2,1,,,,,,,,,,
R_5jOOq20wNx6T5d3,Default Response Set,Anonymous,,,0,8/16/2012 16:15,8/16/2012 16:19,1,1217,1,3,1,3,2,1,4,1,2,3,1,3,4,2,3,3,4,3,18,22,28,32,,,1,,1,,,,,,,,,,,1,2,1,
R_6utTAhqGg0EZm4t,Default Response Set,Anonymous,,,0,8/16/2012 16:16,8/16/2012 16:20,1,1217,1,1,2,3,3,2,3,2,3,2,2,3,3,2,3,3,3,2,30,25,22,23,,,1,,1,,1,3,1,,,,,,,,,,
R_a2AobP6Oj3KHR1b,Default Response Set,Anonymous,,,0,8/16/2012 16:17,8/16/2012 16:20,1,1217,1,4,1,3,3,2,3,4,3,2,2,2,3,2,2,3,2,2,50,30,15,5,,,1,,1,,1,2,2,,,,,,,,,,
R_02pq9lUF3c1eCBn,Default Response Set,Anonymous,,,0,8/16/2012 16:16,8/16/2012 16:21,1,1217,1,4,1,4,3,1,4,4,3,3,3,4,3,1,2,4,2,1,40,25,20,15,,,1,,1,,1,1,7,,,,,,,,,,
R_3CUgZkHlUXDWnc1,Default Response Set,Anonymous,,,0,8/16/2012 16:18,8/16/2012 16:21,1,1217,1,2,1,3,4,3,4,4,4,3,3,4,3,3,3,4,4,3,20,30,10,40,,,1,,1,,1,2,7,,,,,,,,,,none
R_3xQBffXYsFmxZ7D,Default Response Set,Anonymous,,,0,8/16/2012 16:17,8/16/2012 16:21,1,1217,1,4,2,3,3,2,3,4,3,3,2,3,3,2,3,4,3,2,10,20,30,40,,,1,,1,,1,2,1,,,,,,,,,,
R_aawnd7B8mPCIij3,Default Response Set,Anonymous,,,0,8/16/2012 16:17,8/16/2012 16:21,1,1217,1,4,2,3,3,2,4,4,4,3,2,4,3,2,3,3,3,3,20,25,25,30,,,1,,1,,1,2,1,,,,,,,,,,
R_3DEhYR16F4K9IFf,Default Response Set,Anonymous,,,0,8/16/2012 16:19,8/16/2012 16:22,1,1217,1,4,1,4,3,2,4,3,4,3,3,4,3,3,3,4,4,3,25,25,25,25,,,1,,1,,,,,,,,1,2,1,,,,
R_8dgLcwser4Aa4br,Default Response Set,Anonymous,,,0,8/16/2012 16:18,8/16/2012 16:22,1,1217,1,4,3,3,3,4,2,3,2,2,3,1,2,3,2,3,3,3,5,15,60,20,,,1,,1,,,,,,,,1,3,2,,,,
R_emJklWmaIAM5LsF,Default Response Set,Anonymous,,,0,8/16/2012 16:19,8/16/2012 16:23,1,1217,1,4,1,3,4,2,4,4,3,3,2,4,3,2,2,4,3,2,10,15,20,55,,,1,,1,,,,,1,2,2,,,,,,,"I'm not a fan of Obama, but I dislike Romney even more, especially with the inclusion of Paul."
R_0xmJA5AU4OH2zJP,Default Response Set,Anonymous,,,0,8/16/2012 16:20,8/16/2012 16:24,1,1217,1,3,1,3,3,2,3,4,4,3,2,3,3,2,3,4,3,2,10,20,30,40,,,1,,1,,,,,1,1,6,,,,,,,
R_bvdLykYboU3q6kR,Default Response Set,Anonymous,,,0,8/16/2012 16:22,8/16/2012 16:25,1,1217,1,3,1,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,15,20,40,25,,,1,,1,,,,,1,3,4,,,,,,,
R_eD1C57EPZEcfTO5,Default Response Set,Anonymous,,,0,8/16/2012 16:24,8/16/2012 16:26,1,1217,1,2,1,3,4,2,4,4,4,3,3,4,3,2,3,4,3,3,20,25,25,30,,,1,,1,,,,,,,,1,1,2,,,,
R_8zU01T8KIHhiKxL,Default Response Set,Anonymous,,,0,8/16/2012 16:19,8/16/2012 16:27,1,1217,1,1,3,3,4,2,4,2,3,3,1,4,4,2,4,4,4,1,15,25,27,33,,,1,,1,,,,,,,,,,,1,1,7,it was fun
R_3l53YIXzltb1TTf,Default Response Set,Anonymous,,,0,8/16/2012 16:24,8/16/2012 16:27,1,1217,1,2,3,2,4,2,3,3,3,3,2,3,4,3,2,2,3,1,10,20,40,30,,,1,,1,,,,,,,,1,2,3,,,,
R_734lEFJnsDg9zcV,Default Response Set,Anonymous,,,0,8/16/2012 16:25,8/16/2012 16:28,1,1217,1,1,2,2,3,2,3,3,3,3,2,4,3,2,3,3,2,2,25,25,25,25,,,1,,1,,1,3,1,,,,,,,,,,
R_2fUazJApBs08AXH,Default Response Set,Anonymous,,,0,8/16/2012 16:25,8/16/2012 16:29,1,1217,1,2,3,3,4,3,4,3,3,2,2,4,3,3,4,3,4,2,20,40,20,20,,,,1,,,1,1,5,,,,,,,,,,"At the beginning,  I didn't know the meaning, so I hope maybe you can have more tips for this survey."
R_9TF9sXTBAz9HpKB,Default Response Set,Anonymous,,,0,8/16/2012 16:27,8/16/2012 16:30,1,1217,1,1,3,1,2,1,3,3,4,2,1,4,2,2,3,2,3,1,20,20,40,20,,,1,,1,,,,,1,3,5,,,,,,,
R_brxs4pl4BxnRRlP,Default Response Set,Anonymous,,,0,8/16/2012 16:28,8/16/2012 16:31,1,1217,1,1,2,3,4,2,4,4,4,3,3,4,2,3,3,4,4,2,15,25,40,20,,,1,,1,,,,,,,,,,,1,3,3,
R_43oCmsDmhM2V49L,Default Response Set,Anonymous,,,0,8/16/2012 16:27,8/16/2012 16:31,1,1217,1,3,1,3,3,2,3,3,3,2,3,4,3,2,3,3,3,1,12,25,13,50,,1,,,,,,,,1,1,6,,,,,,,
R_81cmEXhSHJ1T7il,Default Response Set,Anonymous,,,0,8/16/2012 16:29,8/16/2012 16:32,1,1217,1,2,2,3,3,3,4,4,4,3,1,4,3,3,3,3,3,2,10,20,50,20,,,1,,1,,,,,,,,1,2,1,,,,
R_b9kozWFTJmOwvyJ,Default Response Set,Anonymous,,,0,8/16/2012 16:32,8/16/2012 16:34,1,1217,1,4,1,3,3,2,3,3,3,3,3,3,3,2,2,3,2,2,25,25,25,25,,,1,,1,,,,,,,,,,,1,3,1,
R_3TPufvnWoMmufXf,Default Response Set,Anonymous,,,0,8/16/2012 16:31,8/16/2012 16:35,1,1217,1,3,1,3,3,2,4,4,4,3,2,4,3,3,4,3,4,2,10,15,20,55,,,1,,1,,,,,,,,,,,1,2,4,
R_5tZkw1AUNfapQVL,Default Response Set,Anonymous,,,0,8/16/2012 16:32,8/16/2012 16:35,1,1217,1,3,2,2,3,1,3,4,4,2,2,3,3,2,3,3,3,2,25,25,25,25,,,1,,1,,,,,,,,,,,1,3,3,
R_8uB7QHTaqrMqVs9,Default Response Set,Anonymous,,,0,8/16/2012 16:33,8/16/2012 16:36,1,1217,1,4,1,3,1,1,3,3,3,2,3,3,3,3,3,3,3,3,10,20,30,40,,,1,,1,,,,,1,3,6,,,,,,,
R_6FsYkqR4ePLZuux,Default Response Set,Anonymous,,,0,8/16/2012 16:37,8/16/2012 16:39,1,1217,1,2,1,3,3,2,4,3,4,3,2,4,3,2,3,4,3,2,15,15,20,50,,,1,,1,,,,,,,,1,3,1,,,,
R_bvj6YhjKMGvLylL,Default Response Set,Anonymous,,,0,8/16/2012 16:35,8/16/2012 16:39,1,1217,1,4,1,3,2,1,3,4,4,3,1,3,3,1,2,3,2,1,30,10,20,40,,,1,,1,,,,,1,2,1,,,,,,,
R_0kM61K1SU8y9gEZ,Default Response Set,Anonymous,,,0,8/16/2012 16:37,8/16/2012 16:40,1,1217,1,4,1,2,3,1,3,3,3,3,2,3,3,1,2,3,2,1,25,25,25,25,,,1,,1,,,,,1,3,1,,,,,,,
R_6libWVip3vatGy9,Default Response Set,Anonymous,,,0,8/16/2012 16:36,8/16/2012 16:40,1,1217,1,3,3,2,2,2,3,3,3,1,1,4,3,3,3,3,3,1,25,25,25,25,,,1,,1,,,,,,,,,,,1,2,1,
R_1NOv0M04Pgfe8rr,Default Response Set,Anonymous,,,0,8/16/2012 16:39,8/16/2012 16:42,1,1217,1,4,1,3,3,2,4,4,4,3,3,4,3,3,3,4,3,3,10,20,30,40,,,1,,1,,1,2,1,,,,,,,,,,
R_8DfTolgxSRvaIT3,Default Response Set,Anonymous,,,0,8/16/2012 16:40,8/16/2012 16:44,1,1217,1,4,1,2,3,2,3,3,3,3,2,3,3,2,2,3,3,2,10,20,30,40,,,1,,1,,1,2,1,,,,,,,,,,
R_3ZWmkbfiHWQztwF,Default Response Set,Anonymous,,,0,8/16/2012 16:43,8/16/2012 16:47,1,1217,1,4,1,3,4,3,4,4,4,3,3,4,4,2,3,4,3,2,10,40,40,10,,,1,,1,,,,,,,,,,,1,3,1,
R_2oeKIreeFxW0EHX,Default Response Set,Anonymous,,,0,8/16/2012 16:45,8/16/2012 16:47,1,1217,1,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,2,25,25,25,25,,,1,,1,,1,3,4,,,,,,,,,,
R_6fZpX993rwDTOCh,Default Response Set,Anonymous,,,0,8/16/2012 16:46,8/16/2012 16:48,1,1217,1,1,2,2,2,2,4,2,4,2,2,4,3,2,3,3,3,2,10,20,30,40,,,1,,1,,1,1,2,,,,,,,,,,
R_cViWKIucKWvAHdz,Default Response Set,Anonymous,,,0,8/16/2012 16:44,8/16/2012 16:48,1,1217,1,1,3,4,1,3,4,2,3,1,1,4,2,2,3,3,3,1,30,15,15,40,,,1,,1,,,,,1,1,1,,,,,,,
R_6FLnzJdaWaYwfs1,Default Response Set,Anonymous,,,0,8/16/2012 16:46,8/16/2012 16:49,1,1217,1,4,1,3,3,2,3,4,3,3,2,3,3,2,2,3,3,2,10,10,35,45,,,1,,1,,,,,,,,,,,1,2,3,Thank you.
R_3dFviT7wx2MOSrP,Default Response Set,Anonymous,,,0,8/16/2012 16:50,8/16/2012 16:55,1,1217,1,4,1,3,2,2,4,4,3,2,2,4,3,4,3,3,3,2,40,35,15,10,,,1,,1,,,,,1,3,1,,,,,,,
R_dnvL4F6joidetVz,Default Response Set,Anonymous,,,0,8/16/2012 16:55,8/16/2012 16:58,1,1217,1,1,1,2,2,1,4,3,4,2,2,3,3,2,3,3,3,1,25,50,12.5,12.5,,,1,,1,,,,,,,,1,2,1,,,,
R_3UyqF5ewLSXPE5n,Default Response Set,Anonymous,,,0,8/16/2012 16:58,8/16/2012 17:03,1,1217,1,4,2,4,1,1,3,3,3,1,4,2,3,2,3,4,3,4,25,25,25,25,,,1,,1,,1,3,4,,,,,,,,,,
R_036a12a7t6Ruq9f,Default Response Set,Anonymous,,,0,8/16/2012 17:01,8/16/2012 17:03,1,1217,1,1,2,1,2,2,3,3,4,3,3,4,3,2,3,3,3,2,10,20,30,40,,,1,,1,,,,,1,3,2,,,,,,,
R_6SbaFitU2ng9YrP,Default Response Set,Anonymous,,,0,8/16/2012 17:02,8/16/2012 17:04,1,1217,1,4,1,3,3,2,4,4,4,3,3,4,3,3,3,4,4,3,10,20,30,40,,,1,,1,,1,2,1,,,,,,,,,,
R_dcYDuXdtYE1WLDn,Default Response Set,Anonymous,,,0,8/16/2012 17:03,8/16/2012 17:06,1,1217,1,1,1,2,3,2,3,3,4,3,1,4,3,2,3,3,3,2,10,25,30,35,,,1,,1,,,,,1,2,7,,,,,,,Romney-Ryan is going to ruin this country if elected.
R_br3UoaumzYtjsJT,Default Response Set,Anonymous,,,0,8/16/2012 17:08,8/16/2012 17:12,1,1217,1,1,2,3,4,2,4,2,4,3,1,4,4,4,4,3,3,1,30,20,30,20,,,1,,1,,,,,,,,1,3,2,,,,
R_3EjoXCMrn3gvnw1,Default Response Set,Anonymous,,,0,8/16/2012 17:09,8/16/2012 17:12,1,1217,1,4,1,4,1,2,3,3,3,1,4,2,3,3,3,4,3,4,30,40,20,10,,,1,,1,,,,,,,,1,3,4,,,,
R_6eZQLC2YXSgoeeF,Default Response Set,Anonymous,,,0,8/16/2012 17:10,8/16/2012 17:13,1,1217,1,4,1,2,3,2,4,4,3,3,2,3,3,2,2,3,3,2,30,25,25,20,,,1,,1,,,,,,,,1,2,1,,,,none
